Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,modularity_class,pageranks,indegree,outdegree,Degree
28058,,,14,0.126586,0.129358,0,0,0,0.000011,0,1,1
28059,,,0,0,0,0,0.000821,0,0.000013,1,0,1
28060,,,0,0,0,0,0.000968,0,0.000014,1,0,1
28061,,,0,0,0,0,0.009349,0,0.000074,6,0,6
28062,,,1,1,1,0,0,0,0.000011,0,1,1
28063,,,1,1,1,0,0,0,0.000011,0,1,1
28064,,,12,0.157715,0.163047,0,0,0,0.000011,0,2,2
28065,,,12,0.164535,0.170171,0,0,0,0.000011,0,2,2
28066,,,0,0,0,0,0.003965,0,0.000026,2,0,2
28067,,,1,1,1,0,0,0,0.000011,0,1,1
28068,,,11,0.208141,0.219598,0,0,0,0.000011,0,2,2
28069,,,1,1,1,0,0,0,0.000011,0,1,1
28070,,,1,1,1,0,0,0,0.000011,0,1,1
28071,,,1,1,1,0,0,0,0.000011,0,2,2
28072,,,0,0,0,0,0.00341,0,0.00002,2,0,2
28073,,,11,0.185317,0.194257,0,0,0,0.000011,0,1,1
28074,,,11,0.179016,0.186928,0,0,0,0.000011,0,1,1
28075,,,1,1,1,0,0,0,0.000011,0,1,1
28076,,,0,0,0,0,0.009913,0,0.000044,6,0,6
28077,,,1,1,1,0,0,0,0.000011,0,1,1
28078,,,10,0.202545,0.213961,18270.070506,0.016894,0,0.000015,1,1,2
28079,,,0,0,0,0,0.00235,0,0.000012,1,0,1
28080,,,2,0.75,0.833333,24223.195652,0.006563,0,0.000053,2,2,4
28081,,,0,0,0,0,0.005157,0,0.000018,3,0,3
28082,,,0,0,0,0,0.001643,0,0.000015,2,0,2
28083,,,0,0,0,0,0.002701,0,0.000015,1,0,1
28084,,,14,0.119177,0.121536,0,0,0,0.000011,0,1,1
28085,,,11,0.193866,0.204526,0,0,0,0.000011,0,6,6
28086,,,11,0.184986,0.193675,0,0,0,0.000011,0,1,1
28087,,,11,0.184986,0.193675,0,0,0,0.000011,0,1,1
28088,,,11,0.184986,0.193675,0,0,0,0.000011,0,1,1
28089,,,12,0.160012,0.165366,0,0,0,0.000011,0,1,1
28090,,,0,0,0,0,0.006264,0,0.000016,1,0,1
28091,,,13,0.162449,0.168624,0,0,0,0.000011,0,2,2
28092,,,0,0,0,0,0.016156,0,0.000037,3,0,3
28093,,,12,0.161891,0.167908,29542.139991,0.004053,0,0.000034,4,1,5
28094,,,12,0.161889,0.167906,0,0,0,0.000011,0,1,1
28095,,,12,0.161889,0.167906,0,0,0,0.000011,0,1,1
28096,,,12,0.161889,0.167906,0,0,0,0.000011,0,1,1
28097,,,0,0,0,0,0.000821,0,0.000013,1,0,1
28098,,,13,0.143188,0.14706,0,0,0,0.000011,0,1,1
28099,,,13,0.143188,0.14706,0,0,0,0.000011,0,1,1
28100,,,13,0.163538,0.169294,0,0,0,0.000011,0,1,1
28101,,,11,0.184529,0.193375,37590.696334,0.010202,0,0.000032,4,1,5
28102,,,13,0.139343,0.143088,0,0,0,0.000011,0,1,1
28103,,,13,0.139343,0.143088,0,0,0,0.000011,0,1,1
28104,,,11,0.17622,0.183108,0,0,0,0.000011,0,1,1
28105,,,11,0.17622,0.183108,0,0,0,0.000011,0,1,1
28106,,,0,0,0,0,0.007433,0,0.000023,3,0,3
28107,,,12,0.160479,0.165986,0,0,0,0.000011,0,2,2
28108,,,12,0.172553,0.179811,0,0,0,0.000011,0,1,1
28109,,,0,0,0,0,0.020094,0,0.000037,3,0,3
28110,,,0,0,0,0,0.030606,0,0.000078,11,0,11
28111,,,0,0,0,0,0.07178,0,0.000234,12,0,12
28112,,,0,0,0,0,0.003144,0,0.000016,1,0,1
28113,,,0,0,0,0,0.001182,0,0.000014,1,0,1
28114,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
28115,,,12,0.148024,0.15246,0,0,0,0.000011,0,1,1
28116,,,13,0.125419,0.128059,0,0,0,0.000011,0,1,1
28117,,,0,0,0,0,0.009458,0,0.000064,1,0,1
28118,,,1,1,1,4626.963291,0.00511,0,0.000041,2,1,3
28119,,,0,0,0,0,0.004462,0,0.000057,3,0,3
28120,,,0,0,0,0,0.001779,0,0.000023,2,0,2
28121,,,11,0.178308,0.185938,0,0,0,0.000011,0,1,1
28122,,,0,0,0,0,0.000821,0,0.000016,1,0,1
28123,,,1,1,1,0,0,310,0.000011,0,1,1
28124,,,0,0,0,0,0.000821,310,0.000021,1,0,1
28125,,,1,1,1,0,0,0,0.000011,0,1,1
28126,,,12,0.155792,0.160954,0,0,0,0.000011,0,1,1
28127,,,12,0.143321,0.147228,0,0,0,0.000011,0,1,1
28128,,,1,1,1,0,0,311,0.000011,0,1,1
28129,,,0,0,0,0,0.000821,311,0.000021,1,0,1
28130,,,12,0.168422,0.174964,15124.16741,0.004677,0,0.00003,4,3,7
28131,,,14,0.121949,0.124239,0,0,0,0.000011,0,1,1
28132,,,0,0,0,0,0.001105,0,0.000014,1,0,1
28133,,,0,0,0,0,0.001319,0,0.000012,1,0,1
28134,,,14,0.132353,0.135492,25.147302,0.001258,0,0.000012,1,1,2
28135,,,11,0.173944,0.181371,61724.163684,0.005157,0,0.000021,2,2,4
28136,,,11,0.16828,0.174604,0,0,0,0.000011,0,2,2
28137,,,11,0.194943,0.204786,0,0,0,0.000011,0,2,2
28138,,,1,1,1,0,0,0,0.000011,0,1,1
28139,,,1,1,1,0,0,0,0.000011,0,1,1
28140,,,1,1,1,0,0,0,0.000011,0,1,1
28141,,,1,1,1,0,0,0,0.000011,0,1,1
28142,,,0,0,0,0,0.006036,0,0.000027,1,0,1
28143,,,1,1,1,0,0,0,0.000011,0,1,1
28144,,,1,1,1,0,0,0,0.000011,0,1,1
28145,,,0,0,0,0,0.001699,0,0.000016,1,0,1
28146,,,12,0.140273,0.143858,0,0,26,0.000011,0,1,1
28147,,,12,0.142706,0.14662,0,0,0,0.000011,0,3,3
28148,,,12,0.140279,0.143862,36533.128821,0.001168,26,0.000012,1,1,2
28149,,,11,0.179865,0.187813,0,0,0,0.000011,0,1,1
28150,,,12,0.156378,0.161573,0,0,0,0.000011,0,1,1
28151,,,12,0.169599,0.175866,4672.584881,0.003556,0,0.000021,1,1,2
28152,,,13,0.133969,0.137468,28707.942552,0.012785,0,0.000064,5,1,6
28153,,,14,0.118149,0.120532,0,0,0,0.000011,0,1,1
28154,,,11,0.164613,0.170651,0,0,0,0.000011,0,2,2
28155,,,11,0.162465,0.168153,224.459107,0.000821,0,0.000013,1,1,2
28156,,,1,1,1,0,0,312,0.000011,0,1,1
28157,,,0,0,0,0,0.000821,312,0.000021,1,0,1
28158,,,1,1,1,0,0,313,0.000011,0,1,1
28159,,,0,0,0,0,0.000821,313,0.000021,1,0,1
28160,,,0,0,0,0,0.004109,0,0.000017,3,0,3
28161,,,0,0,0,0,0.000821,0,0.000014,1,0,1
28162,,,0,0,0,0,0.001125,0,0.000012,1,0,1
28163,,,0,0,0,0,0.000957,0,0.000013,1,0,1
28164,,,1,1,1,0,0,0,0.000011,0,1,1
28165,,,0,0,0,0,0.004991,0,0.00003,4,0,4
28166,,,1,1,1,0,0,0,0.000011,0,1,1
28167,,,0,0,0,0,0.000821,0,0.000012,1,0,1
28168,,,0,0,0,0,0.009736,0,0.000015,1,0,1
28169,,,12,0.148218,0.152499,0,0,0,0.000011,0,1,1
28170,,,0,0,0,0,0.005657,0,0.00005,3,0,3
28171,,,0,0,0,0,0.004141,0,0.000034,2,0,2
28172,,,14,0.114347,0.116194,0,0,0,0.000011,0,1,1
28173,,,0,0,0,0,0.001753,0,0.000012,1,0,1
28174,,,1,1,1,0,0,0,0.000011,0,1,1
28175,,,0,0,0,0,0.016555,0,0.000064,4,0,4
28176,,,1,1,1,1,0.000821,0,0.000012,1,1,2
28177,,,0,0,0,0,0.000821,0,0.000012,1,0,1
28178,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
28179,,,0,0,0,0,0.002419,0,0.00002,1,0,1
28180,,,1,1,1,0,0,0,0.000011,0,1,1
28181,,,1,1,1,0,0,0,0.000011,0,1,1
28182,,,1,1,1,0,0,0,0.000011,0,1,1
28183,,,1,1,1,76.637818,0.001049,0,0.000012,1,1,2
28184,,,12,0.156925,0.162312,0,0,0,0.000011,0,3,3
28185,,,0,0,0,0,0.001942,0,0.000013,2,0,2
28186,,,17,0.098695,0.100098,0,0,0,0.000011,0,1,1
28187,,,17,0.098702,0.100165,0,0,0,0.000011,0,2,2
28188,,,0,0,0,0,0.002869,0,0.000016,1,0,1
28189,,,1,1,1,0,0,0,0.000011,0,1,1
28190,,,0,0,0,0,0.009022,0,0.000021,3,0,3
28191,,,1,1,1,0,0,0,0.000011,0,1,1
28192,,,0,0,0,0,0.006531,0,0.000032,4,0,4
28193,,,1,1,1,0,0,0,0.000011,0,1,1
28194,,,0,0,0,0,0.00267,0,0.000016,2,0,2
28195,,,0,0,0,0,0.005783,9,0.000023,4,0,4
28196,,,12,0.167213,0.173719,0,0,0,0.000011,0,1,1
28197,,,0,0,0,0,0.023386,0,0.000078,8,0,8
28198,,,1,1,1,0,0,0,0.000011,0,1,1
28199,,,12,0.148218,0.152499,0,0,0,0.000011,0,1,1
28200,,,1,1,1,0,0,0,0.000011,0,1,1
28201,,,0,0,0,0,0.004099,0,0.000024,3,0,3
28202,,,12,0.171676,0.178776,0,0,0,0.000011,0,1,1
28203,,,12,0.171676,0.178776,0,0,0,0.000011,0,1,1
28204,,,12,0.159037,0.164483,0,0,0,0.000011,0,2,2
28205,,,0,0,0,0,0.001753,0,0.000012,1,0,1
28206,,,0,0,0,0,0.001643,0,0.000016,2,0,2
28207,,,11,0.207711,0.218989,0,0,0,0.000011,0,1,1
28208,,,0,0,0,0,0.002044,0,0.000012,2,0,2
28209,,,0,0,0,0,0.021218,0,0.000043,7,0,7
28210,,,11,0.177366,0.184832,0,0,0,0.000011,0,1,1
28211,,,0,0,0,0,0.005565,0,0.000022,4,0,4
28212,,,0,0,0,0,0.001507,0,0.000028,1,0,1
28213,,,12,0.149378,0.153627,0,0,0,0.000011,0,2,2
28214,,,11,0.180339,0.188056,0,0,0,0.000011,0,1,1
28215,,,11,0.180338,0.188055,60437.562121,0.016117,0,0.000043,2,1,3
28216,,,11,0.180339,0.188056,0,0,0,0.000011,0,1,1
28217,,,14,0.11944,0.121791,0,0,0,0.000011,0,1,1
28218,,,14,0.11944,0.121791,0,0,0,0.000011,0,1,1
28219,,,0,0,0,0,0.002292,0,0.000012,1,0,1
28220,,,0,0,0,0,0.027385,0,0.000031,4,0,4
28221,,,0,0,0,0,0.003801,0,0.000014,1,0,1
28222,,,0,0,0,0,0.002984,0,0.000024,3,0,3
28223,,,1,1,1,0,0,0,0.000011,0,1,1
28224,,,12,0.163773,0.169567,60.21685,0.001753,0,0.000012,1,1,2
28225,,,0,0,0,0,0.000821,0,0.000013,1,0,1
28226,,,12,0.174037,0.180944,0,0,0,0.000011,0,1,1
28227,,,0,0,0,0,0.004786,0,0.000014,1,0,1
28228,,,0,0,0,0,0.001643,0,0.000013,2,0,2
28229,,,14,0.120204,0.12252,0,0,0,0.000011,0,1,1
28230,,,13,0.135631,0.139094,0,0,0,0.000011,0,1,1
28231,,,0,0,0,0,0.003288,0,0.00002,3,1,4
28232,,,13,0.148451,0.152791,0,0,0,0.000011,0,1,1
28233,,,1,1,1,0,0,0,0.000011,0,1,1
28234,,,13,0.130424,0.133549,0,0,0,0.000011,0,2,2
28235,,,13,0.133889,0.137154,0,0,0,0.000011,0,1,1
28236,,,0,0,0,0,0.006154,0,0.000022,4,0,4
28237,,,1,1,1,0,0,0,0.000011,0,1,1
28238,,,0,0,0,0,0.014404,0,0.000052,10,0,10
28239,,,12,0.158761,0.164229,2190.376535,0.007974,0,0.000017,2,2,4
28240,,,12,0.154862,0.159735,0,0,0,0.000011,0,1,1
28241,,,0,0,0,0,0.009173,0,0.000019,1,0,1
28242,,,0,0,0,0,0.000957,0,0.000012,1,0,1
28243,,,12,0.157709,0.1628,0,0,0,0.000011,0,1,1
28244,,,14,0.138678,0.14215,0,0,0,0.000011,0,1,1
28245,,,11,0.183541,0.192384,2647.837326,0.000821,0,0.000013,1,2,3
28246,,,12,0.147542,0.151991,0,0,0,0.000011,0,1,1
28247,,,0,0,0,0,0.001254,0,0.000012,1,0,1
28248,,,0,0,0,0,0.001753,0,0.000012,1,0,1
28249,,,1,1,1,0,0,0,0.000011,0,1,1
28250,,,12,0.158187,0.163359,0,0,0,0.000011,0,1,1
28251,,,12,0.158187,0.163359,0,0,0,0.000011,0,1,1
28252,,,13,0.13039,0.1334,0,0,0,0.000011,0,1,1
28253,,,1,1,1,118.80456,0.009003,0,0.000067,7,1,8
28254,,,0,0,0,0,0.075474,0,0.000142,7,0,7
28255,,,1,1,1,0,0,0,0.000011,0,1,1
28256,,,12,0.167281,0.173621,98001.156946,0.077105,0,0.000069,8,1,9
28257,,,13,0.143318,0.147223,0,0,0,0.000011,0,1,1
28258,,,1,1,1,0,0,0,0.000011,0,1,1
28259,,,0,0,0,0,0.005107,0,0.000032,3,0,3
28260,,,0,0,0,0,0.003705,0,0.000014,1,0,1
28261,,,0,0,0,0,0.000957,0,0.000012,1,0,1
28262,,,0,0,0,0,0.000821,0,0.000012,1,0,1
28263,,,0,0,0,0,0.004322,0,0.000017,3,0,3
28264,,,0,0,0,0,0.001753,0,0.000012,1,0,1
28265,,,11,0.194946,0.205426,0,0,0,0.000011,0,3,3
28266,,,0,0,0,0,0.003248,0,0.000013,1,0,1
28267,,,14,0.130936,0.133984,0,0,0,0.000011,0,2,2
28268,,,12,0.167213,0.173719,0,0,0,0.000011,0,1,1
28269,,,12,0.167213,0.173719,0,0,0,0.000011,0,1,1
28270,,,12,0.167211,0.173717,261447.500332,0.056922,0,0.000133,18,1,19
28271,,,0,0,0,0,0.026026,0,0.000026,2,0,2
28272,,,0,0,0,0,0.00218,314,0.000043,2,0,2
28273,,,12,0.157693,0.162925,0,0,0,0.000011,0,1,1
28274,,,1,1,1,0,0,315,0.000011,0,1,1
28275,,,0,0,0,0,0.000821,315,0.000021,1,0,1
28276,,,0,0,0,0,0.000821,0,0.000013,1,0,1
28277,,,12,0.160012,0.165366,0,0,0,0.000011,0,1,1
28278,,,11,0.174691,0.181633,0,0,0,0.000011,0,1,1
28279,,,13,0.139461,0.142982,0,0,0,0.000011,0,1,1
28280,,,12,0.150623,0.15495,15273.787938,0.027282,0,0.000016,2,1,3
28281,,,1,1,1,0,0,316,0.000011,0,1,1
28282,,,0,0,0,0,0.000821,316,0.000021,1,0,1
28283,,,0,0,0,0,0.007457,0,0.000021,2,0,2
28284,,,14,0.127358,0.130237,0,0,0,0.000011,0,1,1
28285,,,12,0.162355,0.168035,0,0,0,0.000011,0,1,1
28286,,,0,0,0,0,0.006123,0,0.000045,3,0,3
28287,,,0,0,0,0,0.001964,0,0.000018,1,0,1
28288,,,1,1,1,0,0,0,0.000011,0,1,1
28289,,,12,0.151791,0.15648,0,0,0,0.000011,0,1,1
28290,,,0,0,0,0,0.000957,0,0.000013,1,0,1
28291,,,13,0.127978,0.13094,0,0,0,0.000011,0,2,2
28292,,,12,0.160035,0.165457,0,0,0,0.000011,0,2,2
28293,,,0,0,0,0,0.001133,0,0.000013,1,0,1
28294,,,12,0.160012,0.165366,0,0,0,0.000011,0,1,1
28295,,,13,0.139788,0.143149,0,0,0,0.000011,0,1,1
28296,,,12,0.15902,0.164179,0,0,0,0.000011,0,1,1
28297,,,0,0,0,0,0.011419,0,0.000039,3,0,3
28298,,,1,1,1,0,0,0,0.000011,0,1,1
28299,,,0,0,0,0,0.002952,0,0.000023,2,0,2
28300,,,12,0.160012,0.165366,0,0,0,0.000011,0,1,1
28301,,,1,1,1,18268,0.001714,0,0.000014,1,1,2
28302,,,11,0.191588,0.200737,0,0,0,0.000011,0,1,1
28303,,,1,1,1,0,0,317,0.000011,0,1,1
28304,,,0,0,0,0,0.000821,317,0.000021,1,0,1
28305,,,1,1,1,6525.192708,0.022918,0,0.000023,1,1,2
28306,,,1,1,1,0,0,318,0.000011,0,1,1
28307,,,0,0,0,0,0.000821,318,0.000021,1,0,1
28308,,,12,0.145661,0.149645,0,0,0,0.000011,0,1,1
28309,,,12,0.177196,0.185255,0,0,0,0.000011,0,1,1
28310,,,0,0,0,0,0.010816,0,0.000018,1,0,1
28311,,,0,0,0,0,0.003343,0,0.000017,3,0,3
28312,,,14,0.133325,0.1364,0,0,0,0.000011,0,2,2
28313,,,0,0,0,0,0.000971,0,0.000018,1,0,1
28314,,,13,0.135164,0.138503,13470,0.000957,0,0.000023,1,1,2
28315,,,11,0.177651,0.185253,12100.777724,0.000821,0,0.000015,1,1,2
28316,,,12,0.155915,0.160894,0,0,0,0.000011,0,2,2
28317,,,0,0,0,0,0.002977,0,0.000024,3,0,3
28318,,,12,0.138617,0.142064,0,0,44,0.000011,0,1,1
28319,,,12,0.138617,0.142064,0,0,44,0.000011,0,1,1
28320,,,12,0.138617,0.142064,0,0,44,0.000011,0,1,1
28321,,,12,0.138617,0.142064,0,0,44,0.000011,0,1,1
28322,,,12,0.138617,0.142064,0,0,44,0.000011,0,1,1
28323,,,0,0,0,0,0.009233,0,0.00002,3,0,3
28324,,,11,0.179059,0.186459,0,0,0,0.000011,0,1,1
28325,,,12,0.162887,0.168728,1837.749684,0.000957,0,0.000016,1,1,2
28326,,,0,0,0,0,0.000821,287,0.000016,1,0,1
28327,,,13,0.145972,0.15073,0,0,0,0.000011,0,2,2
28328,,,12,0.162461,0.167724,0,0,0,0.000011,0,1,1
28329,,,1,1,1,0,0,44,0.000011,0,1,1
28330,,,0,0,0,0,0.030241,0,0.000057,13,0,13
28331,,,1,1,1,0,0,0,0.000011,0,1,1
28332,,,0,0,0,0,0.006584,0,0.000014,1,0,1
28333,,,3,0.5,0.611111,0,0,0,0.000011,0,1,1
28334,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
28335,,,11,0.181332,0.189284,0,0,0,0.000011,0,1,1
28336,,,11,0.184532,0.193379,0,0,0,0.000011,0,1,1
28337,,,12,0.170308,0.177093,0,0,0,0.000011,0,1,1
28338,,,1,1,1,0,0,0,0.000011,0,1,1
28339,,,11,0.191588,0.200737,0,0,0,0.000011,0,1,1
28340,,,11,0.191588,0.200737,0,0,0,0.000011,0,1,1
28341,,,1,1,1,0,0,0,0.000011,0,1,1
28342,,,0,0,0,0,0.041647,0,0.000035,4,0,4
28343,,,0,0,0,0,0.000821,0,0.000012,1,0,1
28344,,,1,1,1,4,0.000957,0,0.000013,1,2,3
28345,,,0,0,0,0,0.008172,0,0.000043,3,0,3
28346,,,1,1,1,0,0,0,0.000011,0,1,1
28347,,,0,0,0,0,0.001264,0,0.000012,1,0,1
28348,,,0,0,0,0,0.001447,0,0.000013,1,0,1
28349,,,0,0,0,0,0.003155,0,0.000018,3,0,3
28350,,,1,1,1,0,0,0,0.000011,0,2,2
28351,,,1,1,1,0,0,0,0.000011,0,1,1
28352,,,0,0,0,0,0.001779,0,0.000032,2,0,2
28353,,,0,0,0,0,0.001123,0,0.000012,1,0,1
28354,,,1,1,1,18267,0.006939,0,0.000031,4,1,5
28355,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
28356,,,0,0,0,0,0.005703,44,0.000028,3,0,3
28357,,,1,1,1,0,0,44,0.000011,0,1,1
28358,,,12,0.156119,0.160843,0,0,0,0.000011,0,1,1
28359,,,12,0.156118,0.160843,59483.637065,0.027397,0,0.000098,15,1,16
28360,,,1,1,1,0,0,0,0.000011,0,1,1
28361,,,0,0,0,0,0.00472,0,0.000022,2,0,2
28362,,,11,0.170141,0.176712,1215.84934,0.003088,0,0.000014,1,1,2
28363,,,0,0,0,0,0.000821,0,0.000013,1,0,1
28364,,,14,0.124712,0.127219,908.735063,0.011646,0,0.000013,2,1,3
28365,,,0,0,0,0,0.003601,0,0.000018,2,0,2
28366,,,4,0.4,0.520833,0,0,0,0.000011,0,1,1
28367,,,4,0.4,0.520833,0,0,0,0.000011,0,1,1
28368,,,11,0.181235,0.189554,0,0,0,0.000011,0,1,1
28369,,,11,0.181235,0.189554,0,0,0,0.000011,0,1,1
28370,,,11,0.181235,0.189554,0,0,0,0.000011,0,1,1
28371,,,1,1,1,0,0,0,0.000011,0,1,1
28372,,,0,0,0,0,0.002323,0,0.000033,2,0,2
28373,,,12,0.170552,0.17712,2207.827581,0.001915,0,0.000016,2,2,4
28374,,,1,1,1,0,0,319,0.000011,0,1,1
28375,,,0,0,0,0,0.000821,319,0.000021,1,0,1
28376,,,0,0,0,0,0.001708,0,0.000012,1,0,1
28377,,,11,0.181366,0.189308,0,0,0,0.000011,0,1,1
28378,,,12,0.162903,0.168599,0,0,0,0.000011,0,1,1
28379,,,1,1,1,0,0,0,0.000011,0,1,1
28380,,,0,0,0,0,0.007403,0,0.000032,3,0,3
28381,,,1,1,1,0,0,0,0.000011,0,1,1
28382,,,12,0.184229,0.193078,0,0,0,0.000011,0,1,1
28383,,,12,0.184229,0.193078,0,0,0,0.000011,0,1,1
28384,,,13,0.142531,0.146418,3194.521668,0.002903,0,0.000021,1,4,5
28385,,,0,0,0,0,0.004217,0,0.000018,4,0,4
28386,,,1,1,1,0,0,0,0.000011,0,1,1
28387,,,12,0.167192,0.173615,0,0,0,0.000011,0,1,1
28388,,,13,0.154724,0.159516,0,0,0,0.000011,0,1,1
28389,,,12,0.172289,0.178609,0,0,0,0.000011,0,1,1
28390,,,0,0,0,0,0.006415,0,0.000016,1,0,1
28391,,,1,1,1,0,0,0,0.000011,0,1,1
28392,,,1,1,1,0,0,0,0.000011,0,1,1
28393,,,1,1,1,0,0,320,0.000011,0,1,1
28394,,,0,0,0,0,0.000821,320,0.000021,1,0,1
28395,,,0,0,0,0,0.004833,0,0.000014,1,0,1
28396,,,1,1,1,0,0,321,0.000011,0,1,1
28397,,,0,0,0,0,0.000821,321,0.000021,1,0,1
28398,,,0,0,0,0,0.004913,0,0.000017,3,0,3
28399,,,12,0.156215,0.161346,0,0,0,0.000011,0,1,1
28400,,,16,0.101521,0.103032,0,0,0,0.000011,0,1,1
28401,,,13,0.134278,0.137463,0,0,0,0.000011,0,2,2
28402,,,12,0.154802,0.159609,0,0,0,0.000011,0,1,1
28403,,,0,0,0,0,0.000957,0,0.000012,1,0,1
28404,,,0,0,0,0,0.012082,0,0.000053,6,0,6
28405,,,1,1,1,0,0,0,0.000011,0,1,1
28406,,,0,0,0,0,0.002924,0,0.000013,2,0,2
28407,,,0,0,0,0,0.006415,0,0.000016,1,0,1
28408,,,0,0,0,0,0.002896,0,0.000028,3,0,3
28409,,,0,0,0,0,0.000821,0,0.000012,1,0,1
28410,,,0,0,0,0,0.038437,0,0.000029,4,0,4
28411,,,0,0,0,0,0.036495,0,0.000226,12,0,12
28412,,,1,1,1,0,0,0,0.000011,0,1,1
28413,,,10,0.20834,0.221031,0,0,0,0.000011,0,3,3
28414,,,0,0,0,0,0.001146,0,0.000018,1,0,1
28415,,,0,0,0,0,0.001753,0,0.000012,1,0,1
28416,,,12,0.157485,0.162907,0,0,0,0.000011,0,1,1
28417,,,11,0.182958,0.191703,0,0,0,0.000011,0,1,1
28418,,,11,0.182958,0.191703,0,0,0,0.000011,0,1,1
28419,,,12,0.162285,0.168226,0,0,0,0.000011,0,1,1
28420,,,13,0.154259,0.159195,0,0,0,0.000011,0,1,1
28421,,,1,1,1,0,0,322,0.000011,0,1,1
28422,,,0,0,0,0,0.000821,322,0.000021,1,0,1
28423,,,12,0.167685,0.17385,0,0,0,0.000011,0,2,2
28424,,,0,0,0,0,0.050119,0,0.000151,7,0,7
28425,,,12,0.176319,0.183134,0,0,0,0.000011,0,1,1
28426,,,0,0,0,0,0.003086,0,0.000048,1,0,1
28427,,,0,0,0,0,0.001626,0,0.000019,1,0,1
28428,,,13,0.140832,0.144535,0,0,0,0.000011,0,1,1
28429,,,12,0.151376,0.155759,0,0,0,0.000011,0,1,1
28430,,,0,0,0,0,0.016886,0,0.000031,3,0,3
28431,,,12,0.166481,0.172657,0,0,0,0.000011,0,1,1
28432,,,11,0.176684,0.184365,0,0,0,0.000011,0,6,6
28433,,,12,0.150621,0.155365,1367.222276,0.000821,0,0.000015,1,1,2
28434,,,12,0.170535,0.177635,0,0,0,0.000011,0,1,1
28435,,,13,0.159035,0.164333,0,0,0,0.000011,0,1,1
28436,,,0,0,0,0,0.000821,0,0.000013,1,0,1
28437,,,0,0,0,0,0.008595,0,0.00006,6,0,6
28438,,,1,1,1,0,0,0,0.000011,0,1,1
28439,,,1,1,1,0,0,0,0.000011,0,1,1
28440,,,11,0.176008,0.183296,0,0,0,0.000011,0,1,1
28441,,,1,1,1,293.630407,0.010008,0,0.000047,4,1,5
28442,,,1,1,1,0,0,0,0.000011,0,1,1
28443,,,2,0.714286,0.8,0,0,0,0.000011,0,3,3
28444,,,0,0,0,0,0.008173,0,0.000055,5,0,5
28445,,,1,1,1,0,0,0,0.000011,0,1,1
28446,,,1,1,1,0,0,0,0.000011,0,1,1
28447,,,1,1,1,0,0,0,0.000011,0,1,1
28448,,,0,0,0,0,0.019994,0,0.000025,4,0,4
28449,,,12,0.163626,0.169871,0,0,0,0.000011,0,2,2
28450,,,1,1,1,0,0,44,0.000011,0,1,1
28451,,,0,0,0,0,0.023109,44,0.000061,3,0,3
28452,,,0,0,0,0,0.000821,0,0.000013,1,0,1
28453,,,1,1,1,0,0,0,0.000011,0,1,1
28454,,,1,1,1,0,0,323,0.000011,0,1,1
28455,,,0,0,0,0,0.000821,323,0.000021,1,0,1
28456,,,12,0.159471,0.164926,0,0,0,0.000011,0,2,2
28457,,,0,0,0,0,0.01421,0,0.000085,3,0,3
28458,,,0,0,0,0,0.001626,0,0.000015,1,0,1
28459,,,0,0,0,0,0.01085,0,0.000014,1,0,1
28460,,,15,0.114947,0.116936,0,0,0,0.000011,0,1,1
28461,,,0,0,0,0,0.019778,0,0.000019,1,0,1
28462,,,12,0.153373,0.158018,0,0,0,0.000011,0,1,1
28463,,,12,0.152473,0.15693,0,0,0,0.000011,0,1,1
28464,,,12,0.173969,0.180767,0,0,0,0.000011,0,2,2
28465,,,0,0,0,0,0.000821,26,0.000015,1,0,1
28466,,,11,0.203204,0.215238,0,0,0,0.000011,0,1,1
28467,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
28468,,,11,0.198649,0.209424,44444.376171,0.014206,0,0.000022,3,7,10
28469,,,1,1,1,0,0,324,0.000011,0,1,1
28470,,,0,0,0,0,0.000821,324,0.000021,1,0,1
28471,,,0,0,0,0,0.034873,0,0.000015,1,0,1
28472,,,1,1,1,0,0,325,0.000011,0,1,1
28473,,,0,0,0,0,0.000821,325,0.000021,1,0,1
28474,,,0,0,0,0,0.002312,0,0.000022,2,0,2
28475,,,0,0,0,0,0.001137,0,0.000013,1,0,1
28476,,,12,0.149847,0.154274,0,0,0,0.000011,0,1,1
28477,,,12,0.149847,0.154274,0,0,0,0.000011,0,1,1
28478,,,12,0.149862,0.154395,0,0,0,0.000011,0,3,3
28479,,,12,0.149847,0.154274,0,0,0,0.000011,0,1,1
28480,,,12,0.149847,0.154274,0,0,0,0.000011,0,1,1
28481,,,1,1,1,0,0,326,0.000011,0,1,1
28482,,,0,0,0,0,0.000821,326,0.000021,1,0,1
28483,,,0,0,0,0,0.001753,0,0.000012,1,0,1
28484,,,11,0.182965,0.19144,0,0,0,0.000011,0,1,1
28485,,,12,0.159723,0.164925,0,0,0,0.000011,0,1,1
28486,,,12,0.159723,0.164925,0,0,0,0.000011,0,1,1
28487,,,0,0,0,0,0.006079,0,0.000014,1,0,1
28488,,,12,0.167192,0.173615,0,0,0,0.000011,0,1,1
